,Date,City,Tariff,Price,Driver id,Rate,Order merhod,User id
975,2023-06-27T00:00:00.000000000,Ufa,Businnes,6635,208DR,4,Android,2890USR
976,2023-06-30T00:00:00.000000000,Tver,Minivan,5038,312DR,3,Call-center,1867USR
977,2023-06-22T00:00:00.000000000,Samara,Businnes,1489,457DR,5,Browser,3681USR
978,2023-06-29T00:00:00.000000000,Krasnodar,Minivan,4272,471DR,5,iOS,872USR
979,2023-06-13T00:00:00.000000000,Kaliningrad,Econom,267,84DR,4,Browser,1040USR
980,2023-06-02T00:00:00.000000000,Saint-Petersburg,Businnes,4079,96DR,1,Call-center,1549USR
981,2023-06-26T00:00:00.000000000,Kaliningrad,Minivan,2319,262DR,4,iOS,221USR
982,2023-06-24T00:00:00.000000000,Moscow,Econom,609,378DR,3,Android,1107USR
983,2023-06-20T00:00:00.000000000,Kaliningrad,Econom,377,787DR,4,iOS,3270USR
984,2023-06-28T00:00:00.000000000,Barnaul,Businnes,1060,398DR,2,Android,1868USR
985,2023-06-28T00:00:00.000000000,Kaliningrad,Econom,2924,94DR,2,Call-center,107USR
986,2023-06-26T00:00:00.000000000,Sochi,Econom,2822,763DR,3,Browser,447USR
987,2023-06-23T00:00:00.000000000,Sochi,Minivan,2808,799DR,4,iOS,3822USR
988,2023-06-05T00:00:00.000000000,Ufa,Econom,2216,176DR,5,Browser,1587USR
989,2023-06-01T00:00:00.000000000,Barnaul,Businnes,3355,723DR,3,Call-center,3823USR
990,2023-06-18T00:00:00.000000000,Barnaul,Uber,5800,3DR,3,Browser,163USR
991,2023-06-01T00:00:00.000000000,Kaliningrad,Econom,955,795DR,3,Browser,3929USR
992,2023-06-26T00:00:00.000000000,Kaliningrad,Econom,951,889DR,3,Android,3668USR
993,2023-06-06T00:00:00.000000000,Kazan,Econom,1670,742DR,2,Android,3319USR
994,2023-06-01T00:00:00.000000000,Barnaul,Uber,4800,234DR,4,Android,3475USR
995,2023-06-27T00:00:00.000000000,Sochi,Econom,934,385DR,2,Android,2635USR
996,2023-06-05T00:00:00.000000000,Kazan,Businnes,2554,434DR,3,Browser,1501USR
997,2023-06-12T00:00:00.000000000,Kaliningrad,Businnes,7304,559DR,4,iOS,34USR
998,2023-06-30T00:00:00.000000000,Samara,Minivan,4662,108DR,2,Android,2808USR
999,2023-06-28T00:00:00.000000000,Vladivostok,Businnes,1873,38DR,3,Call-center,546USR
1000,2023-06-21T00:00:00.000000000,Kazan,Minivan,2637,755DR,5,iOS,3876USR
1001,2023-06-29T00:00:00.000000000,Kazan,Minivan,1494,192DR,3,Call-center,2119USR
1002,2023-06-26T00:00:00.000000000,Barnaul,Businnes,4321,4DR,5,Android,2348USR
1003,2023-06-17T00:00:00.000000000,Kaliningrad,Uber,4897,76DR,2,Browser,58USR
1004,2023-06-27T00:00:00.000000000,Samara,Econom,2663,226DR,2,Browser,1418USR
1005,2023-06-23T00:00:00.000000000,Kaliningrad,Businnes,4066,614DR,3,Android,2679USR
1006,2023-06-16T00:00:00.000000000,Vladivostok,Econom,1779,363DR,5,Android,132USR
1007,2023-06-25T00:00:00.000000000,Sochi,Econom,2545,155DR,1,Call-center,2322USR
1008,2023-06-17T00:00:00.000000000,Krasnodar,Minivan,940,357DR,4,iOS,3611USR
1009,2023-06-15T00:00:00.000000000,Sochi,Uber,2318,156DR,5,Android,1345USR
1010,2023-06-07T00:00:00.000000000,Vladivostok,Minivan,2717,745DR,2,Android,3945USR
1011,2023-06-09T00:00:00.000000000,Tver,Econom,1768,774DR,5,Android,208USR
1012,2023-06-20T00:00:00.000000000,Barnaul,Businnes,5621,81DR,3,Browser,3903USR
1013,2023-06-23T00:00:00.000000000,Moscow,Uber,4473,239DR,2,Android,2236USR
1014,2023-06-30T00:00:00.000000000,Vladivostok,Uber,681,255DR,5,Call-center,3364USR
1015,2023-06-30T00:00:00.000000000,Barnaul,Econom,2454,127DR,5,Android,1016USR
1016,2023-06-12T00:00:00.000000000,Sochi,Businnes,1607,413DR,4,Call-center,1818USR
1017,2023-06-12T00:00:00.000000000,Sochi,Minivan,5693,280DR,2,Browser,185USR
1018,2023-06-11T00:00:00.000000000,Vladivostok,Minivan,5653,714DR,3,Android,2856USR
1019,2023-06-26T00:00:00.000000000,Sochi,Econom,2358,452DR,1,iOS,2438USR
1020,2023-06-22T00:00:00.000000000,Kaliningrad,Econom,189,258DR,2,Browser,326USR
1021,2023-06-24T00:00:00.000000000,Kaliningrad,Uber,4814,727DR,1,iOS,2863USR
1022,2023-06-25T00:00:00.000000000,Samara,Businnes,7422,897DR,2,Browser,3671USR
1023,2023-06-11T00:00:00.000000000,Vladivostok,Econom,1480,91DR,1,iOS,3504USR
1024,2023-06-29T00:00:00.000000000,Kazan,Econom,1461,189DR,5,Call-center,2433USR
1025,2023-06-28T00:00:00.000000000,Saint-Petersburg,Minivan,1323,633DR,5,Browser,507USR
1026,2023-06-07T00:00:00.000000000,Kaliningrad,Businnes,7943,364DR,1,iOS,3281USR
1027,2023-06-14T00:00:00.000000000,Saint-Petersburg,Econom,1984,389DR,5,Browser,653USR
1028,2023-06-09T00:00:00.000000000,Tver,Businnes,6202,740DR,1,Browser,1980USR
1029,2023-06-16T00:00:00.000000000,Kazan,Econom,606,115DR,2,Call-center,1083USR
1030,2023-06-06T00:00:00.000000000,Barnaul,Minivan,7490,611DR,3,iOS,3590USR
1031,2023-06-18T00:00:00.000000000,Kazan,Minivan,6646,465DR,4,Browser,430USR
1032,2023-06-30T00:00:00.000000000,Vladivostok,Minivan,5085,115DR,5,Call-center,2275USR
1033,2023-06-01T00:00:00.000000000,Vladivostok,Minivan,7448,101DR,5,Android,1872USR
1034,2023-06-01T00:00:00.000000000,Ufa,Uber,5429,379DR,5,Android,991USR
1035,2023-06-07T00:00:00.000000000,Kaliningrad,Uber,4456,308DR,5,Browser,1337USR
1036,2023-06-09T00:00:00.000000000,Tver,Minivan,1214,262DR,3,Android,3795USR
1037,2023-06-09T00:00:00.000000000,Krasnodar,Econom,2610,561DR,4,iOS,1651USR
1038,2023-06-21T00:00:00.000000000,Barnaul,Uber,4692,318DR,4,iOS,2715USR
1039,2023-06-10T00:00:00.000000000,Sochi,Econom,609,755DR,2,Android,1936USR
1040,2023-06-28T00:00:00.000000000,Sochi,Minivan,990,489DR,2,iOS,1811USR
1041,2023-06-23T00:00:00.000000000,Saint-Petersburg,Econom,316,512DR,4,iOS,557USR
1042,2023-06-04T00:00:00.000000000,Krasnodar,Econom,2537,153DR,1,Browser,1120USR
1043,2023-06-25T00:00:00.000000000,Sochi,Uber,1958,186DR,1,iOS,2919USR
1044,2023-06-02T00:00:00.000000000,Kazan,Minivan,5791,103DR,4,Browser,2686USR
1045,2023-06-10T00:00:00.000000000,Tver,Minivan,1609,50DR,1,iOS,2197USR
1046,2023-06-01T00:00:00.000000000,Moscow,Econom,1636,491DR,3,Browser,769USR
1047,2023-06-07T00:00:00.000000000,Sochi,Uber,1784,387DR,1,Browser,3849USR
1048,2023-06-15T00:00:00.000000000,Saint-Petersburg,Econom,2144,246DR,3,Browser,1237USR
1049,2023-06-12T00:00:00.000000000,Barnaul,Uber,807,316DR,5,Browser,3206USR
1050,2023-06-12T00:00:00.000000000,Ufa,Uber,2129,744DR,3,Call-center,421USR
1051,2023-06-26T00:00:00.000000000,Tver,Uber,3625,636DR,3,iOS,3760USR
1052,2023-06-06T00:00:00.000000000,Kazan,Uber,5784,892DR,3,Call-center,2143USR
1053,2023-06-17T00:00:00.000000000,Barnaul,Minivan,5618,666DR,4,Android,568USR
1054,2023-06-08T00:00:00.000000000,Barnaul,Uber,2265,581DR,2,Browser,3287USR
1055,2023-06-19T00:00:00.000000000,Barnaul,Businnes,5618,161DR,2,Browser,3445USR
1056,2023-06-13T00:00:00.000000000,Kaliningrad,Minivan,5093,340DR,5,iOS,572USR
1057,2023-06-28T00:00:00.000000000,Samara,Uber,4250,101DR,2,Call-center,2575USR
1058,2023-06-17T00:00:00.000000000,Moscow,Uber,2210,778DR,1,iOS,2255USR
1059,2023-06-02T00:00:00.000000000,Kaliningrad,Econom,1349,396DR,5,Browser,3076USR
1060,2023-06-02T00:00:00.000000000,Vladivostok,Businnes,6761,762DR,3,Browser,2471USR
1061,2023-06-02T00:00:00.000000000,Barnaul,Minivan,5797,762DR,2,Android,2356USR
1062,2023-06-05T00:00:00.000000000,Tver,Econom,1657,577DR,1,Android,2614USR
1063,2023-06-26T00:00:00.000000000,Kaliningrad,Businnes,3687,873DR,4,Call-center,553USR
1064,2023-06-06T00:00:00.000000000,Barnaul,Econom,442,215DR,5,Android,1208USR
1065,2023-06-16T00:00:00.000000000,Saint-Petersburg,Businnes,2530,867DR,5,Browser,2353USR
1066,2023-06-26T00:00:00.000000000,Sochi,Econom,1219,160DR,3,Call-center,1883USR
1067,2023-06-02T00:00:00.000000000,Krasnodar,Uber,2643,77DR,5,Android,1933USR
1068,2023-06-28T00:00:00.000000000,Ufa,Minivan,3899,899DR,2,Call-center,3977USR
1069,2023-06-28T00:00:00.000000000,Vladivostok,Minivan,6735,567DR,4,Android,1456USR
1070,2023-06-10T00:00:00.000000000,Samara,Minivan,1490,289DR,2,Call-center,2310USR
1071,2023-06-11T00:00:00.000000000,Moscow,Minivan,6825,636DR,2,Android,3015USR
1072,2023-06-14T00:00:00.000000000,Barnaul,Businnes,7446,563DR,5,iOS,2888USR
1073,2023-06-02T00:00:00.000000000,Tver,Minivan,4566,524DR,2,Browser,54USR
1074,2023-06-17T00:00:00.000000000,Saint-Petersburg,Businnes,7518,205DR,2,Android,3279USR
1075,2023-06-08T00:00:00.000000000,Saint-Petersburg,Minivan,7484,404DR,4,Call-center,3076USR
1076,2023-06-29T00:00:00.000000000,Saint-Petersburg,Businnes,6444,357DR,4,Call-center,2043USR
1077,2023-06-28T00:00:00.000000000,Samara,Minivan,3683,212DR,3,Call-center,3863USR
1078,2023-06-01T00:00:00.000000000,Krasnodar,Minivan,5896,176DR,1,Browser,3578USR
1079,2023-06-27T00:00:00.000000000,Barnaul,Minivan,5238,369DR,2,Call-center,2655USR
1080,2023-06-01T00:00:00.000000000,Sochi,Econom,196,768DR,4,Browser,3045USR
1081,2023-06-11T00:00:00.000000000,Barnaul,Businnes,7399,740DR,1,Android,3955USR
1082,2023-06-08T00:00:00.000000000,Barnaul,Businnes,8534,296DR,4,iOS,757USR
1083,2023-06-03T00:00:00.000000000,Krasnodar,Econom,2887,390DR,4,Android,2249USR
1084,2023-06-08T00:00:00.000000000,Samara,Econom,1521,179DR,3,Android,2646USR
1085,2023-06-01T00:00:00.000000000,Saint-Petersburg,Econom,1739,320DR,1,Call-center,1637USR
1086,2023-06-13T00:00:00.000000000,Vladivostok,Econom,1851,579DR,1,Android,1501USR
1087,2023-06-21T00:00:00.000000000,Vladivostok,Econom,1343,432DR,3,Browser,832USR
1088,2023-06-03T00:00:00.000000000,Tver,Uber,1478,316DR,5,Android,1833USR
1089,2023-06-24T00:00:00.000000000,Barnaul,Businnes,8295,411DR,3,Call-center,1232USR
1090,2023-06-28T00:00:00.000000000,Tver,Businnes,7762,217DR,2,Call-center,3306USR
1091,2023-06-15T00:00:00.000000000,Samara,Econom,2406,842DR,3,iOS,109USR
1092,2023-06-08T00:00:00.000000000,Sochi,Uber,5711,670DR,5,Browser,1569USR
1093,2023-06-04T00:00:00.000000000,Kazan,Econom,2710,161DR,5,Android,3530USR
1094,2023-06-14T00:00:00.000000000,Kaliningrad,Econom,1178,444DR,5,Browser,956USR
1095,2023-06-30T00:00:00.000000000,Ufa,Econom,1883,813DR,4,Call-center,240USR
1096,2023-06-12T00:00:00.000000000,Vladivostok,Econom,1787,77DR,5,iOS,567USR
1097,2023-06-28T00:00:00.000000000,Barnaul,Uber,4208,324DR,2,Browser,2580USR
1098,2023-06-08T00:00:00.000000000,Moscow,Econom,2068,430DR,2,Call-center,3572USR
1099,2023-06-27T00:00:00.000000000,Ufa,Minivan,1777,758DR,3,iOS,2094USR
1100,2023-06-02T00:00:00.000000000,Tver,Businnes,6480,271DR,3,Android,690USR
1101,2023-06-10T00:00:00.000000000,Tver,Minivan,3606,272DR,2,iOS,2250USR
1102,2023-06-29T00:00:00.000000000,Krasnodar,Uber,3497,1DR,1,Call-center,2291USR
1103,2023-06-19T00:00:00.000000000,Tver,Uber,1967,314DR,1,Call-center,3877USR
1104,2023-06-24T00:00:00.000000000,Kaliningrad,Businnes,5931,333DR,1,Call-center,3270USR
1105,2023-06-08T00:00:00.000000000,Kaliningrad,Businnes,6367,860DR,3,Android,948USR
1106,2023-06-22T00:00:00.000000000,Vladivostok,Businnes,5920,89DR,3,Browser,3182USR
1107,2023-06-25T00:00:00.000000000,Ufa,Businnes,2670,494DR,5,Browser,3603USR
1108,2023-06-25T00:00:00.000000000,Moscow,Uber,5402,503DR,4,Browser,1417USR
1109,2023-06-18T00:00:00.000000000,Kazan,Businnes,1345,843DR,3,iOS,1441USR
1110,2023-06-12T00:00:00.000000000,Kazan,Businnes,6895,659DR,3,iOS,3605USR
1111,2023-06-19T00:00:00.000000000,Moscow,Businnes,8844,84DR,4,Android,2800USR
1112,2023-06-20T00:00:00.000000000,Saint-Petersburg,Uber,1224,75DR,2,Android,1622USR
1113,2023-06-22T00:00:00.000000000,Barnaul,Minivan,4849,474DR,1,Call-center,251USR
1114,2023-06-21T00:00:00.000000000,Barnaul,Uber,5346,690DR,1,iOS,819USR
1115,2023-06-28T00:00:00.000000000,Ufa,Econom,986,291DR,5,Browser,2313USR
1116,2023-06-20T00:00:00.000000000,Vladivostok,Econom,2452,810DR,4,Android,3934USR
1117,2023-06-04T00:00:00.000000000,Krasnodar,Econom,1220,25DR,2,Browser,1008USR
1118,2023-06-05T00:00:00.000000000,Tver,Uber,2531,114DR,3,Browser,3487USR
1119,2023-06-21T00:00:00.000000000,Samara,Econom,1030,675DR,2,Call-center,1948USR
1120,2023-06-22T00:00:00.000000000,Vladivostok,Businnes,5884,95DR,1,Browser,710USR
1121,2023-06-17T00:00:00.000000000,Sochi,Uber,5928,338DR,3,Browser,950USR
1122,2023-06-13T00:00:00.000000000,Moscow,Uber,4095,544DR,1,iOS,3853USR
1123,2023-06-17T00:00:00.000000000,Krasnodar,Businnes,3525,205DR,2,iOS,2802USR
1124,2023-06-13T00:00:00.000000000,Tver,Businnes,6633,465DR,5,Call-center,1183USR
1125,2023-06-25T00:00:00.000000000,Krasnodar,Uber,1580,634DR,2,Android,3386USR
1126,2023-06-02T00:00:00.000000000,Moscow,Minivan,2288,802DR,1,iOS,2484USR
1127,2023-06-24T00:00:00.000000000,Barnaul,Econom,537,264DR,2,Android,2340USR
1128,2023-06-05T00:00:00.000000000,Vladivostok,Uber,5531,214DR,1,Android,1465USR
1129,2023-06-28T00:00:00.000000000,Sochi,Econom,1731,553DR,3,Android,3422USR
1130,2023-06-14T00:00:00.000000000,Moscow,Businnes,7899,748DR,2,Browser,1941USR
1131,2023-06-03T00:00:00.000000000,Vladivostok,Minivan,2059,339DR,4,Android,2219USR
1132,2023-06-11T00:00:00.000000000,Tver,Econom,840,482DR,3,Browser,1881USR
1133,2023-06-06T00:00:00.000000000,Saint-Petersburg,Minivan,1953,140DR,5,Android,2671USR
1134,2023-06-27T00:00:00.000000000,Samara,Businnes,3340,122DR,5,Browser,2575USR
1135,2023-06-21T00:00:00.000000000,Kaliningrad,Minivan,5381,248DR,3,Browser,3347USR
1136,2023-06-06T00:00:00.000000000,Tver,Businnes,2879,427DR,4,Call-center,3866USR
1137,2023-06-02T00:00:00.000000000,Kaliningrad,Businnes,2959,85DR,3,Android,2055USR
1138,2023-06-23T00:00:00.000000000,Sochi,Businnes,4890,870DR,4,Browser,1870USR
1139,2023-06-07T00:00:00.000000000,Saint-Petersburg,Minivan,6585,277DR,4,Browser,1966USR
1140,2023-06-20T00:00:00.000000000,Moscow,Minivan,6951,888DR,1,Android,3767USR
1141,2023-06-16T00:00:00.000000000,Kazan,Minivan,2830,763DR,3,Android,1922USR
1142,2023-06-23T00:00:00.000000000,Moscow,Uber,1613,26DR,1,iOS,1393USR
1143,2023-06-30T00:00:00.000000000,Krasnodar,Minivan,992,594DR,1,iOS,1119USR
1144,2023-06-15T00:00:00.000000000,Tver,Uber,5541,266DR,3,Browser,2548USR
1145,2023-06-15T00:00:00.000000000,Kazan,Uber,4362,408DR,4,Android,672USR
1146,2023-06-29T00:00:00.000000000,Saint-Petersburg,Businnes,2124,284DR,2,Android,3364USR
1147,2023-06-27T00:00:00.000000000,Moscow,Uber,4156,444DR,4,iOS,2202USR
1148,2023-06-28T00:00:00.000000000,Sochi,Econom,1949,256DR,1,Android,3029USR
1149,2023-06-01T00:00:00.000000000,Tver,Econom,1746,170DR,1,Android,1032USR
1150,2023-06-09T00:00:00.000000000,Vladivostok,Econom,504,841DR,1,iOS,2979USR
1151,2023-06-12T00:00:00.000000000,Vladivostok,Minivan,6719,619DR,5,Android,3695USR
1152,2023-06-09T00:00:00.000000000,Kazan,Uber,941,125DR,5,Android,2100USR
1153,2023-06-24T00:00:00.000000000,Saint-Petersburg,Minivan,3844,590DR,2,Browser,238USR
1154,2023-06-15T00:00:00.000000000,Samara,Uber,2424,197DR,5,Android,2589USR
1155,2023-06-04T00:00:00.000000000,Kaliningrad,Minivan,4026,623DR,3,iOS,1195USR
1156,2023-06-27T00:00:00.000000000,Kazan,Businnes,3502,815DR,2,Call-center,3376USR
1157,2023-06-29T00:00:00.000000000,Vladivostok,Minivan,6650,196DR,2,Browser,2920USR
1158,2023-06-10T00:00:00.000000000,Moscow,Businnes,7942,623DR,4,Browser,1662USR
1159,2023-06-24T00:00:00.000000000,Kaliningrad,Businnes,4852,497DR,2,iOS,825USR
1160,2023-06-27T00:00:00.000000000,Saint-Petersburg,Minivan,4757,716DR,3,Android,2686USR
1161,2023-06-16T00:00:00.000000000,Vladivostok,Minivan,2750,714DR,1,Call-center,270USR
1162,2023-06-10T00:00:00.000000000,Samara,Econom,273,88DR,2,Browser,1803USR
1163,2023-06-27T00:00:00.000000000,Tver,Businnes,5556,36DR,2,Browser,1516USR
1164,2023-06-13T00:00:00.000000000,Tver,Minivan,5948,747DR,5,Android,891USR
1165,2023-06-26T00:00:00.000000000,Saint-Petersburg,Econom,2803,429DR,3,iOS,328USR
1166,2023-06-19T00:00:00.000000000,Kazan,Businnes,4086,222DR,2,Browser,112USR
1167,2023-06-09T00:00:00.000000000,Saint-Petersburg,Businnes,7737,102DR,3,Browser,1049USR
1168,2023-06-16T00:00:00.000000000,Kazan,Businnes,6885,78DR,4,Android,632USR
1169,2023-06-06T00:00:00.000000000,Moscow,Uber,2589,188DR,3,iOS,293USR
1170,2023-06-26T00:00:00.000000000,Tver,Uber,767,414DR,5,Call-center,464USR
1171,2023-06-25T00:00:00.000000000,Kaliningrad,Businnes,4267,772DR,4,Call-center,1493USR
1172,2023-06-21T00:00:00.000000000,Tver,Minivan,3878,690DR,4,Call-center,898USR
1173,2023-06-18T00:00:00.000000000,Sochi,Minivan,4458,247DR,5,iOS,157USR
1174,2023-06-22T00:00:00.000000000,Sochi,Econom,679,488DR,3,Android,1192USR
1175,2023-06-21T00:00:00.000000000,Sochi,Econom,2861,699DR,3,Browser,970USR
1176,2023-06-11T00:00:00.000000000,Krasnodar,Minivan,4753,726DR,5,Android,1610USR
1177,2023-06-22T00:00:00.000000000,Kaliningrad,Econom,829,862DR,5,Browser,704USR
1178,2023-06-23T00:00:00.000000000,Tver,Uber,1247,823DR,2,Browser,2561USR
1179,2023-06-12T00:00:00.000000000,Kaliningrad,Businnes,7054,810DR,1,iOS,1218USR
1180,2023-06-24T00:00:00.000000000,Barnaul,Econom,1178,166DR,2,Browser,3533USR
1181,2023-06-26T00:00:00.000000000,Kazan,Uber,2343,773DR,2,Browser,1103USR
1182,2023-06-01T00:00:00.000000000,Krasnodar,Uber,5584,440DR,2,Browser,1605USR
1183,2023-06-04T00:00:00.000000000,Barnaul,Minivan,3606,133DR,2,Call-center,3320USR
1184,2023-06-08T00:00:00.000000000,Ufa,Minivan,715,730DR,5,Android,76USR
1185,2023-06-11T00:00:00.000000000,Tver,Econom,1087,684DR,1,Call-center,1065USR
1186,2023-06-05T00:00:00.000000000,Kazan,Uber,3373,770DR,1,Android,2094USR
1187,2023-06-11T00:00:00.000000000,Moscow,Econom,2830,768DR,1,Call-center,655USR
1188,2023-06-13T00:00:00.000000000,Samara,Minivan,4110,512DR,3,Call-center,2913USR
1189,2023-06-11T00:00:00.000000000,Krasnodar,Econom,1908,667DR,3,Call-center,3530USR
1190,2023-06-29T00:00:00.000000000,Kaliningrad,Uber,1510,257DR,1,Browser,1178USR
1191,2023-06-30T00:00:00.000000000,Krasnodar,Econom,408,186DR,3,Browser,991USR
1192,2023-06-01T00:00:00.000000000,Ufa,Businnes,5747,580DR,2,iOS,1156USR
1193,2023-06-18T00:00:00.000000000,Barnaul,Econom,2959,650DR,4,Browser,1658USR
1194,2023-06-23T00:00:00.000000000,Tver,Businnes,5013,742DR,1,Call-center,270USR
1195,2023-06-14T00:00:00.000000000,Ufa,Businnes,2246,689DR,3,Browser,3320USR
1196,2023-06-03T00:00:00.000000000,Samara,Businnes,4685,413DR,4,iOS,2323USR
1197,2023-06-17T00:00:00.000000000,Samara,Econom,2398,322DR,5,Call-center,3591USR
1198,2023-06-11T00:00:00.000000000,Vladivostok,Econom,2535,539DR,1,Browser,2205USR
1199,2023-06-13T00:00:00.000000000,Tver,Econom,592,261DR,2,iOS,1255USR
1200,2023-06-11T00:00:00.000000000,Kaliningrad,Econom,2196,540DR,4,iOS,53USR
1201,2023-06-10T00:00:00.000000000,Saint-Petersburg,Businnes,3211,459DR,2,Call-center,253USR
1202,2023-06-23T00:00:00.000000000,Vladivostok,Econom,1789,638DR,3,Android,1236USR
1203,2023-06-30T00:00:00.000000000,Barnaul,Econom,2974,399DR,2,iOS,1034USR
1204,2023-06-06T00:00:00.000000000,Samara,Econom,1318,573DR,5,Call-center,1693USR
1205,2023-06-06T00:00:00.000000000,Sochi,Businnes,1982,375DR,5,iOS,2268USR
1206,2023-06-09T00:00:00.000000000,Tver,Minivan,1082,809DR,4,iOS,2162USR
1207,2023-06-26T00:00:00.000000000,Ufa,Econom,2522,438DR,4,Browser,1714USR
1208,2023-06-23T00:00:00.000000000,Krasnodar,Uber,5065,174DR,4,Android,135USR
1209,2023-06-28T00:00:00.000000000,Saint-Petersburg,Businnes,8866,521DR,2,Call-center,2553USR
1210,2023-06-18T00:00:00.000000000,Ufa,Econom,173,235DR,2,Call-center,522USR
1211,2023-06-28T00:00:00.000000000,Barnaul,Econom,842,468DR,3,iOS,3323USR
1212,2023-06-25T00:00:00.000000000,Kazan,Businnes,1513,536DR,3,Browser,2457USR
1213,2023-06-17T00:00:00.000000000,Sochi,Econom,141,511DR,1,iOS,3884USR
1214,2023-06-05T00:00:00.000000000,Vladivostok,Uber,3858,330DR,2,Call-center,205USR
1215,2023-06-09T00:00:00.000000000,Saint-Petersburg,Minivan,1892,314DR,1,iOS,532USR
1216,2023-06-25T00:00:00.000000000,Ufa,Businnes,6084,438DR,1,Call-center,3626USR
1217,2023-06-10T00:00:00.000000000,Tver,Businnes,4694,28DR,4,iOS,420USR
1218,2023-06-06T00:00:00.000000000,Ufa,Econom,1175,587DR,1,Call-center,1735USR
1219,2023-06-03T00:00:00.000000000,Sochi,Businnes,4344,341DR,5,iOS,1865USR
1220,2023-06-01T00:00:00.000000000,Krasnodar,Uber,5981,661DR,1,Android,2177USR
1221,2023-06-03T00:00:00.000000000,Sochi,Econom,2454,605DR,5,Browser,325USR
1222,2023-06-30T00:00:00.000000000,Kaliningrad,Businnes,3122,180DR,1,iOS,1819USR
1223,2023-06-20T00:00:00.000000000,Kazan,Uber,5846,44DR,1,iOS,2106USR
1224,2023-06-24T00:00:00.000000000,Samara,Minivan,6399,189DR,4,Call-center,2785USR
1225,2023-06-20T00:00:00.000000000,Barnaul,Econom,485,658DR,1,Browser,536USR
1226,2023-06-27T00:00:00.000000000,Krasnodar,Minivan,4693,520DR,1,iOS,664USR
1227,2023-06-16T00:00:00.000000000,Sochi,Businnes,5566,162DR,3,Browser,151USR
1228,2023-06-26T00:00:00.000000000,Moscow,Minivan,5228,557DR,5,iOS,1655USR
1229,2023-06-05T00:00:00.000000000,Moscow,Econom,1387,813DR,2,iOS,1649USR
1230,2023-06-09T00:00:00.000000000,Kaliningrad,Minivan,6743,617DR,1,iOS,1378USR
1231,2023-06-16T00:00:00.000000000,Samara,Minivan,7303,854DR,4,Android,3389USR
1232,2023-06-23T00:00:00.000000000,Ufa,Minivan,5261,521DR,3,Browser,718USR
1233,2023-06-27T00:00:00.000000000,Saint-Petersburg,Minivan,3135,157DR,1,Browser,3551USR
1234,2023-06-25T00:00:00.000000000,Ufa,Minivan,4186,184DR,4,iOS,855USR
1235,2023-06-09T00:00:00.000000000,Kaliningrad,Businnes,6242,62DR,2,Browser,447USR
1236,2023-06-22T00:00:00.000000000,Kaliningrad,Businnes,1756,756DR,2,iOS,3938USR
1237,2023-06-25T00:00:00.000000000,Vladivostok,Uber,2350,12DR,3,Call-center,375USR
1238,2023-06-06T00:00:00.000000000,Moscow,Econom,2148,164DR,3,Android,1273USR
1239,2023-06-19T00:00:00.000000000,Kaliningrad,Businnes,8763,241DR,4,Browser,250USR
1240,2023-06-05T00:00:00.000000000,Tver,Econom,2536,654DR,1,Android,3376USR
1241,2023-06-27T00:00:00.000000000,Moscow,Uber,1537,486DR,4,Call-center,197USR
1242,2023-06-20T00:00:00.000000000,Moscow,Uber,3308,314DR,2,Browser,2746USR
1243,2023-06-22T00:00:00.000000000,Samara,Businnes,8515,76DR,4,Browser,858USR
1244,2023-06-18T00:00:00.000000000,Moscow,Businnes,1489,91DR,5,Android,2320USR
1245,2023-06-25T00:00:00.000000000,Kaliningrad,Businnes,7246,261DR,1,Android,370USR
1246,2023-06-03T00:00:00.000000000,Vladivostok,Uber,2077,184DR,2,iOS,961USR
1247,2023-06-25T00:00:00.000000000,Samara,Uber,2622,292DR,4,Browser,639USR
1248,2023-06-28T00:00:00.000000000,Krasnodar,Minivan,7082,894DR,1,iOS,2526USR
1249,2023-06-06T00:00:00.000000000,Ufa,Econom,454,626DR,4,Browser,2255USR
1250,2023-06-01T00:00:00.000000000,Krasnodar,Minivan,2350,749DR,3,Browser,3620USR
1251,2023-06-25T00:00:00.000000000,Tver,Minivan,5270,187DR,1,Call-center,783USR
1252,2023-06-13T00:00:00.000000000,Tver,Minivan,1993,557DR,3,Android,1380USR
1253,2023-06-20T00:00:00.000000000,Saint-Petersburg,Minivan,1026,538DR,4,Browser,3108USR
1254,2023-06-27T00:00:00.000000000,Samara,Econom,573,545DR,5,iOS,3576USR
1255,2023-06-02T00:00:00.000000000,Saint-Petersburg,Businnes,1453,207DR,1,Android,3019USR
1256,2023-06-05T00:00:00.000000000,Saint-Petersburg,Uber,1414,340DR,5,Call-center,3714USR
1257,2023-06-15T00:00:00.000000000,Samara,Businnes,3779,367DR,3,Android,1172USR
1258,2023-06-25T00:00:00.000000000,Moscow,Minivan,5957,663DR,3,Call-center,996USR
1259,2023-06-07T00:00:00.000000000,Tver,Uber,2176,377DR,4,iOS,926USR
1260,2023-06-26T00:00:00.000000000,Saint-Petersburg,Minivan,7142,864DR,3,iOS,592USR
1261,2023-06-11T00:00:00.000000000,Tver,Uber,1634,691DR,4,Call-center,1045USR
1262,2023-06-30T00:00:00.000000000,Barnaul,Econom,2775,675DR,5,Android,2527USR
1263,2023-06-14T00:00:00.000000000,Kaliningrad,Uber,1299,834DR,3,Android,1250USR
1264,2023-06-17T00:00:00.000000000,Tver,Econom,1785,882DR,1,iOS,3357USR
